0.959228, 0.049445, -0.008322, 0.006896, 61.052082
0.923949, 0.090486, -0.014830, 0.011822, 60.738290
0.893524, 0.125000, -0.020091, 0.015520, 60.546739
0.867409, 0.154174, -0.024424, 0.018394, 60.422946
0.845106, 0.178869, -0.028032, 0.020688, 60.340280
0.826145, 0.199766, -0.031057, 0.022558, 60.284000
0.810092, 0.217432, -0.033605, 0.024110, 60.245236
0.796545, 0.232350, -0.035757, 0.025416, 60.218354
0.785143, 0.244935, -0.037578, 0.026529, 60.199639
0.775566, 0.255545, -0.039123, 0.027486, 60.186587
0.767532, 0.264488, -0.040435, 0.028317, 60.177483
0.760798, 0.272026, -0.041553, 0.029041, 60.171143
0.755155, 0.278384, -0.042505, 0.029677, 60.166742
0.750425, 0.283750, -0.043319, 0.030237, 60.163705
0.746459, 0.288283, -0.044015, 0.030731, 60.161628
0.743129, 0.292117, -0.044612, 0.031170, 60.160226
0.740332, 0.295365, -0.045126, 0.031559, 60.159300
0.737978, 0.298120, -0.045567, 0.031905, 60.158707
0.735994, 0.300461, -0.045948, 0.032214, 60.158348
0.734320, 0.302454, -0.046278, 0.032489, 60.158150
0.732904, 0.304153, -0.046563, 0.032734, 60.158065
0.731705, 0.305604, -0.046810, 0.032953, 60.158054
0.730686, 0.306846, -0.047025, 0.033148, 60.158094
0.729820, 0.307911, -0.047212, 0.033323, 60.158166
0.729081, 0.308825, -0.047375, 0.033479, 60.158256
0.728451, 0.309612, -0.047518, 0.033619, 60.158357
0.727911, 0.310290, -0.047642, 0.033744, 60.158462
0.727448, 0.310875, -0.047751, 0.033855, 60.158567
0.727050, 0.311382, -0.047847, 0.033955, 60.158670
0.726707, 0.311820, -0.047931, 0.034044, 60.158767
0.726412, 0.312200, -0.048005, 0.034124, 60.158859
0.726156, 0.312530, -0.048070, 0.034196, 60.158944
0.725935, 0.312818, -0.048127, 0.034259, 60.159023
0.725743, 0.313068, -0.048177, 0.034317, 60.159096
0.725576, 0.313286, -0.048222, 0.034368, 60.159162
0.725430, 0.313477, -0.048261, 0.034413, 60.159222
0.725304, 0.313644, -0.048296, 0.034454, 60.159277
0.725193, 0.313790, -0.048326, 0.034491, 60.159326
0.725096, 0.313918, -0.048354, 0.034523, 60.159371
0.725011, 0.314030, -0.048378, 0.034553, 60.159411
0.724937, 0.314128, -0.048399, 0.034579, 60.159447
0.724872, 0.314215, -0.048418, 0.034602, 60.159479
0.724814, 0.314291, -0.048435, 0.034623, 60.159508
0.724764, 0.314358, -0.048449, 0.034641, 60.159534
0.724719, 0.314417, -0.048463, 0.034658, 60.159557
0.724680, 0.314469, -0.048474, 0.034673, 60.159578
0.724646, 0.314515, -0.048485, 0.034686, 60.159596
0.724615, 0.314556, -0.048494, 0.034698, 60.159613
0.724588, 0.314592, -0.048502, 0.034709, 60.159628
0.724564, 0.314623, -0.048509, 0.034718, 60.159641
0.724543, 0.314651, -0.048516, 0.034726, 60.159653
0.724524, 0.314676, -0.048522, 0.034734, 60.159663
0.724508, 0.314698, -0.048527, 0.034741, 60.159673
0.724493, 0.314718, -0.048531, 0.034747, 60.159681
0.724480, 0.314735, -0.048535, 0.034752, 60.159688
0.724469, 0.314750, -0.048539, 0.034757, 60.159695
0.724458, 0.314764, -0.048542, 0.034761, 60.159701
0.724449, 0.314776, -0.048545, 0.034765, 60.159706
0.724441, 0.314786, -0.048548, 0.034768, 60.159711
0.724434, 0.314796, -0.048550, 0.034771, 60.159715
0.724428, 0.314804, -0.048552, 0.034774, 60.159719
0.724422, 0.314811, -0.048554, 0.034777, 60.159722
0.724417, 0.314818, -0.048555, 0.034779, 60.159725
0.724412, 0.314824, -0.048557, 0.034781, 60.159728
0.724408, 0.314829, -0.048558, 0.034782, 60.159730
0.724405, 0.314834, -0.048559, 0.034784, 60.159732
0.724402, 0.314838, -0.048560, 0.034785, 60.159734
0.724399, 0.314841, -0.048561, 0.034786, 60.159736
0.724396, 0.314845, -0.048562, 0.034788, 60.159737
0.724394, 0.314848, -0.048563, 0.034789, 60.159739
0.724392, 0.314850, -0.048563, 0.034789, 60.159740
0.724390, 0.314852, -0.048564, 0.034790, 60.159741
0.724389, 0.314855, -0.048564, 0.034791, 60.159742
0.724388, 0.314856, -0.048565, 0.034792, 60.159743
0.724386, 0.314858, -0.048565, 0.034792, 60.159743
0.724385, 0.314859, -0.048565, 0.034793, 60.159744
0.724384, 0.314861, -0.048566, 0.034793, 60.159745
0.724383, 0.314862, -0.048566, 0.034793, 60.159745
0.724383, 0.314863, -0.048566, 0.034794, 60.159746
0.724382, 0.314864, -0.048567, 0.034794, 60.159746
0.724381, 0.314864, -0.048567, 0.034794, 60.159746
0.724381, 0.314865, -0.048567, 0.034795, 60.159747
0.724380, 0.314866, -0.048567, 0.034795, 60.159747
0.724380, 0.314866, -0.048567, 0.034795, 60.159747
0.724379, 0.314867, -0.048567, 0.034795, 60.159748
0.724379, 0.314867, -0.048567, 0.034795, 60.159748
